정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
GGB233001492,상록.경남아파트.이주택지,37.2068667,127.1105333,2025-10-31,37550.0,31240,경기도 화성시,경기BIS
GGB233001493,퍼스트파크.이지더원,37.2086833,127.1083,2025-10-31,37549.0,31240,경기도 화성시,경기BIS
GGB233001494,정남초등학교,37.1678167,126.9837667,2025-10-31,36239.0,31240,경기도 화성시,경기BIS
GGB233001495,계향2리,37.15225,126.9811,2025-10-31,37570.0,31240,경기도 화성시,경기BIS
GGB233001496,중흥에듀파크정문,37.2332,126.94585,2025-10-31,55922.0,31240,경기도 화성시,경기BIS
GGB233001497,증거리입구,37.1377333,126.9774167,2025-10-31,37336.0,31240,경기도 화성시,경기BIS
GGB233001498,증거리입구,37.1379333,126.9775167,2025-10-31,37337.0,31240,경기도 화성시,경기BIS
GGB233002550,분천교회.분천리,37.2089833,126.9587,2025-10-31,36143.0,31240,경기도 화성시,경기BIS
GGB233002551,분천교회,37.20925,126.9586333,2025-10-31,36139.0,31240,경기도 화성시,경기BIS
GGB233002552,협성대학교(마을),37.2156667,126.9524,2025-10-31,36130.0,31240,경기도 화성시,경기BIS
GGB233002553,장덕2리.현대자동차연구소,37.1702833,126.8119333,2025-10-31,36031.0,31240,경기도 화성시,경기BIS
GGB233002556,장짐교차로.축산농협,37.1355167,126.9110167,2025-10-31,37271.0,31240,경기도 화성시,경기BIS
GGB233002557,협성대(마을),37.2157333,126.9525,2025-10-31,36129.0,31240,경기도 화성시,경기BIS
GGB233002558,화성미디어센터,37.2024167,127.07355,2025-10-31,55313.0,31240,경기도 화성시,경기BIS
GGB233002559,한림대성심병원,37.2173,127.0806333,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002560,주공6단지.리체더포레스트,37.2119833,127.0507167,2025-10-31,55638.0,31240,경기도 화성시,경기BIS
GGB233002561,봉담2LH3단지.중흥더센트럴,37.2250667,126.9508333,2025-10-31,55669.0,31240,경기도 화성시,경기BIS
GGB233002562,하저교회앞,37.1849667,126.8669167,2025-10-31,60042.0,31240,경기도 화성시,경기BIS
GGB233002563,중심상가,37.2148667,127.0446,2025-10-31,36164.0,31240,경기도 화성시,경기BIS
GGB233002564,구장1리,37.1545,126.8950833,2025-10-31,36806.0,31240,경기도 화성시,경기BIS
GGB233002565,라마다호텔,37.2058,127.0748333,2025-10-31,37700.0,31240,경기도 화성시,경기BIS
GGB233002566,동화휴먼시아5단지,37.2150167,126.9634667,2025-10-31,55449.0,31240,경기도 화성시,경기BIS
GGB233002567,삼부실,37.2339833,126.8222333,2025-10-31,36365.0,31240,경기도 화성시,경기BIS
GGB233002568,수화2리.양철이,37.2481333,126.8181667,2025-10-31,36517.0,31240,경기도 화성시,경기BIS
GGB233002569,수화1리,37.2533833,126.8163167,2025-10-31,36521.0,31240,경기도 화성시,경기BIS
GGB233002570,장전리,37.2633333,126.8169333,2025-10-31,36525.0,31240,경기도 화성시,경기BIS
GGB233002571,신외2리.가래울,37.2733833,126.81165,2025-10-31,36531.0,31240,경기도 화성시,경기BIS
GGB233002572,신외2리.가래울,37.2735333,126.8116833,2025-10-31,36530.0,31240,경기도 화성시,경기BIS
GGB233002573,정원채고가,37.2233167,126.8236833,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002574,송림2리.잔다리,37.2198,126.8141667,2025-10-31,36558.0,31240,경기도 화성시,경기BIS
GGB233002575,원천교회,37.2279167,126.8086833,2025-10-31,36556.0,31240,경기도 화성시,경기BIS
GGB233002576,원천리,37.2303667,126.8051167,2025-10-31,36554.0,31240,경기도 화성시,경기BIS
GGB233002577,시1리,37.2375333,126.8031833,2025-10-31,36550.0,31240,경기도 화성시,경기BIS
GGB233002578,문호2리,37.2532667,126.79805,2025-10-31,36542.0,31240,경기도 화성시,경기BIS
GGB233002579,문호리,37.2599333,126.8018167,2025-10-31,36540.0,31240,경기도 화성시,경기BIS
GGB233002580,삼존2리입구,37.21385,126.7482333,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002581,신외리,37.2687,126.8131333,2025-10-31,36534.0,31240,경기도 화성시,경기BIS
GGB233002582,신외리,37.2685833,126.81315,2025-10-31,36535.0,31240,경기도 화성시,경기BIS
GGB233002583,문호1리.당너머마을,37.26465,126.8067667,2025-10-31,36536.0,31240,경기도 화성시,경기BIS
GGB233002584,서연초,37.1594667,127.1161,2025-10-31,55939.0,31240,경기도 화성시,경기BIS
GGB233002585,문호리,37.2598667,126.8019333,2025-10-31,36541.0,31240,경기도 화성시,경기BIS
GGB233002586,문호2리,37.2533167,126.7982667,2025-10-31,36543.0,31240,경기도 화성시,경기BIS
GGB233002587,문호2리입구,37.2463833,126.8010333,2025-10-31,36545.0,31240,경기도 화성시,경기BIS
GGB233002588,가시리마을,37.2404833,126.8027167,2025-10-31,36549.0,31240,경기도 화성시,경기BIS
GGB233002589,시1리,37.2372167,126.8034833,2025-10-31,36551.0,31240,경기도 화성시,경기BIS
GGB233002590,원천리,37.2299667,126.80575,2025-10-31,36555.0,31240,경기도 화성시,경기BIS
GGB233002591,원천교회,37.2278167,126.8089,2025-10-31,36557.0,31240,경기도 화성시,경기BIS
GGB233002592,천등1리.등굴,37.23315,126.7069167,2025-10-31,60004.0,31240,경기도 화성시,경기BIS
GGB233002593,천등3리.새말,37.2413833,126.70195,2025-10-31,60006.0,31240,경기도 화성시,경기BIS
GGB233002594,독지리종점,37.2531167,126.6923667,2025-10-31,60062.0,31240,경기도 화성시,경기BIS
GGB233002595,독지1리.돌내입구,37.24615,126.6992667,2025-10-31,60060.0,31240,경기도 화성시,경기BIS
GGB233002596,금당1리마을회관,37.1918,126.74245,2025-10-31,55456.0,31240,경기도 화성시,경기BIS
GGB233002597,해문2리마을회관,37.19775,126.7465,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002598,금당1리마을회관,37.1917667,126.7425333,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002600,송정1리,37.22375,126.79545,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002601,궁평유원지종점,37.1267833,126.6842333,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002602,흥법리마을회관,37.16495,126.7340333,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002603,흥법리모래지,37.1665833,126.7399667,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002604,고모2리,37.1727333,126.7465,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002605,사곳리마을회관,37.1561167,126.7245833,2025-10-31,60009.0,31240,경기도 화성시,경기BIS
GGB233002606,용두1리.왕모대입구,37.1483,126.7115333,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002607,용두1리,37.14415,126.7082333,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002608,삼밭골,37.1667,126.7211667,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002609,삼밭골,37.1665833,126.7211,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002610,어은1정미소앞,37.0929667,126.8310833,2025-10-31,36835.0,31240,경기도 화성시,경기BIS
GGB233002611,금의1리,37.1002,126.8391167,2025-10-31,36848.0,31240,경기도 화성시,경기BIS
GGB233002612,수촌3리,37.1033333,126.8506333,2025-10-31,36846.0,31240,경기도 화성시,경기BIS
GGB233002613,노하1리,37.1573333,126.86735,2025-10-31,36854.0,31240,경기도 화성시,경기BIS
GGB233002614,노하1리,37.1572,126.8672333,2025-10-31,36853.0,31240,경기도 화성시,경기BIS
GGB233002615,노하2리,37.1576833,126.8620333,2025-10-31,36852.0,31240,경기도 화성시,경기BIS
GGB233002616,노하3리,37.1587667,126.8548833,2025-10-31,36851.0,31240,경기도 화성시,경기BIS
GGB233002617,노하3리.백미정,37.1569833,126.8521167,2025-10-31,36850.0,31240,경기도 화성시,경기BIS
GGB233002618,구장1리,37.1546167,126.8951333,2025-10-31,36931.0,31240,경기도 화성시,경기BIS
GGB233002619,노하2리,37.1577,126.8621667,2025-10-31,36930.0,31240,경기도 화성시,경기BIS
GGB233002620,정미소앞,37.1592,126.8597,2025-10-31,36929.0,31240,경기도 화성시,경기BIS
GGB233002621,청광플러스원아파트,37.1965333,126.98555,2025-10-31,55454.0,31240,경기도 화성시,경기BIS
GGB233002622,청원3리입구,37.1809,126.7563333,2025-10-31,36972.0,31240,경기도 화성시,경기BIS
GGB233002623,하저리마을회관,37.1896833,126.8713333,2025-10-31,36971.0,31240,경기도 화성시,경기BIS
GGB233002624,공청2,37.2278667,126.945,2025-10-31,55738.0,31240,경기도 화성시,경기BIS
GGB233002625,조암농협,37.082,126.8174667,2025-10-31,55396.0,31240,경기도 화성시,경기BIS
GGB233002626,율암1리,37.1547,126.8872833,2025-10-31,37402.0,31240,경기도 화성시,경기BIS
GGB233002627,금당1리.소곡,37.1896,126.7423167,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002628,청원3리입구,37.1801833,126.7560833,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002629,용두리,37.1488833,126.7118,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002630,어은1리,37.0955667,126.8342833,2025-10-31,37396.0,31240,경기도 화성시,경기BIS
GGB233002631,향남제약공단입구,37.0966167,126.9061667,2025-10-31,55075.0,31240,경기도 화성시,경기BIS
GGB233001499,향남교회,37.1233833,126.9473333,2025-10-31,36741.0,31240,경기도 화성시,경기BIS
GGB233001500,향남교회,37.12335,126.9473833,2025-10-31,36740.0,31240,경기도 화성시,경기BIS
GGB233001501,한각1리,37.0955833,126.7975667,2025-10-31,37395.0,31240,경기도 화성시,경기BIS
GGB233001502,멱우3리,37.0933667,126.8081333,2025-10-31,36572.0,31240,경기도 화성시,경기BIS
GGB233001503,남양아이파크,37.20625,126.8337333,2025-10-31,36738.0,31240,경기도 화성시,경기BIS
GGB233001504,포스코2차.신미주아파트,37.1894167,127.0904,2025-10-31,36737.0,31240,경기도 화성시,경기BIS
GGB233001505,동탄2LH4단지,37.2055833,127.1227833,2025-10-31,37583.0,31240,경기도 화성시,경기BIS
GGB233001506,포레너스아파트,37.2051667,127.1161833,2025-10-31,37582.0,31240,경기도 화성시,경기BIS
GGB233001507,원안2리,37.1004333,126.7863833,2025-10-31,37404.0,31240,경기도 화성시,경기BIS
GGB233001508,고주리마을회관,37.1274167,126.88515,2025-10-31,37426.0,31240,경기도 화성시,경기BIS
GGB233001509,고주리마을회관,37.1273333,126.8851167,2025-10-31,37425.0,31240,경기도 화성시,경기BIS
GGB233001510,고주리,37.1288333,126.8838333,2025-10-31,36736.0,31240,경기도 화성시,경기BIS
GGB233001511,고주리,37.1288667,126.88375,2025-10-31,36735.0,31240,경기도 화성시,경기BIS
GGB233001512,고주리진입로,37.1217333,126.8924,2025-10-31,37601.0,31240,경기도 화성시,경기BIS
GGB233001513,석포삼거리,37.1345333,126.8409333,2025-10-31,37424.0,31240,경기도 화성시,경기BIS
GGB233001514,석포1리입구,37.1344667,126.8412,2025-10-31,37423.0,31240,경기도 화성시,경기BIS
GGB233001515,석포1리.한절,37.1428333,126.8258667,2025-10-31,37421.0,31240,경기도 화성시,경기BIS
GGB233001516,석포1리.돌서지,37.1430333,126.83135,2025-10-31,37422.0,31240,경기도 화성시,경기BIS
GGB233001517,석포6리입구,37.1392833,126.8181167,2025-10-31,37420.0,31240,경기도 화성시,경기BIS
GGB233001518,석포6리,37.1366667,126.8222,2025-10-31,37418.0,31240,경기도 화성시,경기BIS
GGB233001519,석포교회,37.1347333,126.8240333,2025-10-31,37417.0,31240,경기도 화성시,경기BIS
GGB233001520,석포6리입구,37.1339667,126.83325,2025-10-31,37416.0,31240,경기도 화성시,경기BIS
GGB233001521,주곡1리마을회관,37.1258833,126.8170667,2025-10-31,37415.0,31240,경기도 화성시,경기BIS
GGB233001522,주곡2리입구,37.1103833,126.80385,2025-10-31,37414.0,31240,경기도 화성시,경기BIS
GGB233001523,고주리.동방산업단지,37.1363667,126.88795,2025-10-31,37413.0,31240,경기도 화성시,경기BIS
GGB233001524,덕천리삼거리,37.1426,126.87115,2025-10-31,55846.0,31240,경기도 화성시,경기BIS
GGB233001525,덕우리.구운말,37.1386667,126.8630167,2025-10-31,55008.0,31240,경기도 화성시,경기BIS
GGB233001526,팔탄전자앞,37.1293667,126.86115,2025-10-31,55273.0,31240,경기도 화성시,경기BIS
GGB233001527,화성제일병원,37.1278333,126.86015,2025-10-31,55274.0,31240,경기도 화성시,경기BIS
GGB233001528,덕우리입구,37.1256,126.8594833,2025-10-31,55354.0,31240,경기도 화성시,경기BIS
GGB233001529,상신8리,37.10395,126.9011167,2025-10-31,37407.0,31240,경기도 화성시,경기BIS
GGB233001530,화성상신도시숲,37.10125,126.9014667,2025-10-31,37406.0,31240,경기도 화성시,경기BIS
GGB233001531,제약공단후문.구문천1리입구,37.0902,126.9103667,2025-10-31,37405.0,31240,경기도 화성시,경기BIS
GGB233001532,에코센터입구,37.1501333,126.9387167,2025-10-31,55923.0,31240,경기도 화성시,경기BIS
GGB233001533,발안산업단지,37.0864,126.8998667,2025-10-31,37461.0,31240,경기도 화성시,경기BIS
GGB233001534,발안산업단지,37.0861667,126.8998833,2025-10-31,37460.0,31240,경기도 화성시,경기BIS
GGB233001535,구문천1리진입로,37.0809667,126.8998,2025-10-31,37459.0,31240,경기도 화성시,경기BIS
GGB233001536,구문천1리진입로,37.0808167,126.8996667,2025-10-31,37458.0,31240,경기도 화성시,경기BIS
GGB233001537,구문천삼거리,37.07605,126.8959833,2025-10-31,36734.0,31240,경기도 화성시,경기BIS
GGB233001538,구문천삼거리,37.076,126.89605,2025-10-31,36733.0,31240,경기도 화성시,경기BIS
GGB233001539,구문천리초록마을,37.0715,126.8926333,2025-10-31,36732.0,31240,경기도 화성시,경기BIS
GGB233001540,구문천리초록마을,37.0714833,126.8928333,2025-10-31,36731.0,31240,경기도 화성시,경기BIS
GGB233001541,구문천3리,37.07,126.8910333,2025-10-31,37457.0,31240,경기도 화성시,경기BIS
GGB233001542,서해스카이팰리스1단지.서영더엘3차,37.2036667,127.03175,2025-10-31,36599.0,31240,경기도 화성시,경기BIS
GGB233001543,유포2리,37.2596833,126.8437,2025-10-31,37611.0,31240,경기도 화성시,경기BIS
GGB233001546,용수리,37.1688167,127.0000167,2025-10-31,36569.0,31240,경기도 화성시,경기BIS
GGB233001547,상신하길로주택,37.1061667,126.9027,2025-10-31,55478.0,31240,경기도 화성시,경기BIS
GGB233001548,상신하길로주택,37.1059667,126.9028667,2025-10-31,55479.0,31240,경기도 화성시,경기BIS
GGB233001549,대양초등학교,37.19895,126.8209667,2025-10-31,36696.0,31240,경기도 화성시,경기BIS
GGB233001550,고주리입구.한국폴리텍대학,37.1218,126.8925,2025-10-31,36695.0,31240,경기도 화성시,경기BIS
GGB233001551,방교동일반산업단지,37.17265,127.0892167,2025-10-31,36694.0,31240,경기도 화성시,경기BIS
GGB233001552,저수지앞,37.0943333,126.80255,2025-10-31,36692.0,31240,경기도 화성시,경기BIS
GGB233001553,화수사거리,37.10985,126.8016167,2025-10-31,36699.0,31240,경기도 화성시,경기BIS
GGB233001554,화산삼거리,37.063,126.7931833,2025-10-31,36701.0,31240,경기도 화성시,경기BIS
GGB233001555,한국폴리텍대학,37.1219,126.8927167,2025-10-31,37224.0,31240,경기도 화성시,경기BIS
GGB233001556,병점행복주택,37.2030333,127.0306167,2025-10-31,36602.0,31240,경기도 화성시,경기BIS
GGB233001557,구장리새터말입구,37.1535167,126.8992,2025-10-31,37241.0,31240,경기도 화성시,경기BIS
GGB233001558,장짐교차로,37.1359167,126.91095,2025-10-31,37270.0,31240,경기도 화성시,경기BIS
GGB233001559,반월리,37.2335667,127.0649167,2025-10-31,55228.0,31240,경기도 화성시,경기BIS
GGB233001561,광평리,37.1729833,126.69745,2025-10-31,37032.0,31240,경기도 화성시,경기BIS
GGB233001562,한빛마을(중),37.2076667,127.06905,2025-10-31,36668.0,31240,경기도 화성시,경기BIS
GGB233001563,경신,37.11525,126.8131167,2025-10-31,37627.0,31240,경기도 화성시,경기BIS
GGB233001564,제암리입구,37.1268333,126.8885667,2025-10-31,37626.0,31240,경기도 화성시,경기BIS
GGB233001565,발안사거리.평리,37.1317167,126.9105333,2025-10-31,37625.0,31240,경기도 화성시,경기BIS
GGB233001566,조암조원마을,37.0850833,126.8157833,2025-10-31,36700.0,31240,경기도 화성시,경기BIS
GGB233001567,에일린의뜰아파트,37.1901167,127.0860333,2025-10-31,55446.0,31240,경기도 화성시,경기BIS
GGB233001568,베라체아파트,37.1905,127.12285,2025-10-31,36693.0,31240,경기도 화성시,경기BIS
GGB233001569,경신,37.1152667,126.8133,2025-10-31,37622.0,31240,경기도 화성시,경기BIS
GGB233001570,제암리입구,37.12685,126.8886667,2025-10-31,37623.0,31240,경기도 화성시,경기BIS
GGB233001571,고주리.동방산업단지,37.1359333,126.88765,2025-10-31,37624.0,31240,경기도 화성시,경기BIS
GGB233001572,서희스타힐스.단독주택,37.1732333,127.1195667,2025-10-31,55488.0,31240,경기도 화성시,경기BIS
GGB233001573,반월2통,37.2211833,127.0599833,2025-10-31,37722.0,31240,경기도 화성시,경기BIS
GGB233001574,수영리검사소,37.2324833,126.9684667,2025-10-31,37638.0,31240,경기도 화성시,경기BIS
GGB233001575,백1리,37.16645,126.9578667,2025-10-31,36138.0,31240,경기도 화성시,경기BIS
GGB233001576,문학1리,37.1528667,126.9637333,2025-10-31,36149.0,31240,경기도 화성시,경기BIS
GGB233001578,덕신상가,37.1592167,126.9823167,2025-10-31,36227.0,31240,경기도 화성시,경기BIS
GGB233001579,덕신상가,37.1591667,126.98215,2025-10-31,36226.0,31240,경기도 화성시,경기BIS
GGB233001580,문학리,37.15525,126.9661,2025-10-31,36703.0,31240,경기도 화성시,경기BIS
GGB233002632,수촌1리,37.1029,126.8571667,2025-10-31,37456.0,31240,경기도 화성시,경기BIS
GGB233002633,정미소앞,37.1591667,126.8595167,2025-10-31,37446.0,31240,경기도 화성시,경기BIS
GGB233002634,바이오단지입구,37.1721,126.7739,2025-10-31,37668.0,31240,경기도 화성시,경기BIS
GGB233002635,요당2리,37.0658333,126.9146833,2025-10-31,37961.0,31240,경기도 화성시,경기BIS
GGB233002636,고정2리.고잔,37.2481333,126.7461167,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233002638,신동아파밀리에,37.2204333,126.95635,2025-10-31,37480.0,31240,경기도 화성시,경기BIS
GGB233002639,향남부영11단지,37.1088333,126.9163,2025-10-31,55778.0,31240,경기도 화성시,경기BIS
GGB233002641,율암1리,37.1549,126.88755,2025-10-31,37520.0,31240,경기도 화성시,경기BIS
GGB233002642,노하3리,37.1587333,126.8546833,2025-10-31,37519.0,31240,경기도 화성시,경기BIS
GGB233002643,노하3리.백미정,37.1569,126.8517667,2025-10-31,37547.0,31240,경기도 화성시,경기BIS
GGB233002644,율암3리.밤듸,37.1719333,126.8763333,2025-10-31,37532.0,31240,경기도 화성시,경기BIS
GGB233002645,청원산단로,37.1737167,126.7792833,2025-10-31,37531.0,31240,경기도 화성시,경기BIS
GGB233002646,야목역,37.2617333,126.88445,2025-10-31,37561.0,31240,경기도 화성시,경기BIS
GGB233002647,메타폴리스(시외.공항버스),37.2025167,127.06705,2025-10-31,37588.0,31240,경기도 화성시,경기BIS
GGB233002648,사곳리.개내기,37.15265,126.7177333,2025-10-31,37577.0,31240,경기도 화성시,경기BIS
GGB233002649,대창그린아파트,37.2056167,127.0388333,2025-10-31,37657.0,31240,경기도 화성시,경기BIS
GGB233002650,석포6리입구,37.1395,126.8181667,2025-10-31,55078.0,31240,경기도 화성시,경기BIS
GGB233002651,사창2리.요골,37.1074167,126.9712333,2025-10-31,37618.0,31240,경기도 화성시,경기BIS
