ars,emd_cd,sttn_nm
55311,4159710300,예당고사거리
55312,4159710300,예당고사거리
55313,4159710200,화성미디어센터
55314,4159710600,푸르지오.한미약품
55315,4159710600,한미약품.푸르지오
55316,4159710300,한림대성심병원
55317,4159125622,신남1리
55318,4159125622,안석2리
55319,4159125326,향남모아8단지
55320,4159125326,향남부영11단지
55321,4159125326,향남주공1단지
55322,4159125326,향남부영13단지
55323,4159125326,향남부영13단지
55324,4159331022,원평2리입구
55325,4159331022,원평2리입구.은혜교회
55326,4159325022,덕고개길
55327,4159325022,덕고개길
55331,4159125621,현대아이파크
55332,4159125326,향남부영10.11단지
55333,4159110100,세영리첼
55334,4159110100,세영리첼
55335,4159325023,힐스테이트.그랑드비체
55336,4159325023,그랑드비체.힐스테이트
55337,4159325023,수현초.수현중
55338,4159325023,수현초.수현중
55339,4159125326,서봉마을19단지
55340,4159710500,예솔초.호반2차.대원2차
55341,4159136022,사창리
55342,4159136022,사창리
55343,4159510900,융건릉사거리
55344,4159510900,융건릉사거리
55345,4159125628,북양산업단지
55346,4159125628,북양산업단지
55347,4159133025,제부도입구
55348,4159133024,장외리.오리골
55349,4159133025,제부도입구
55350,4159133024,돈말입구
55351,4159133025,돈말입구
55352,4159510100,미득골마을
55353,4159510100,진안초교
55354,4159134033,덕우리입구
55356,4159132034,코스코밸리아파트
55358,4159325025,신명아파트앞
55360,4159133022,상안2리교차로
55361,4159133022,상안2리교차로
55363,4159332023,유포리
55364,4159710300,잎새지하차도
55365,4159333023,보통3리
55366,4159333023,보통3리
55367,4159125326,하길4리종점
55368,4159125338,만세구청.화성종합경기타운
55369,4159125326,향남주공5단지
55370,4159125326,하길중학교
55371,4159131025,청원초등학교
55372,4159131025,청원공단
55373,4159131025,청원4리.막상공원
55374,4159131025,막산리
55375,4159131025,청원2리.창고앞
55376,4159131025,청원2리.수루지
55378,4159325024,신동아파밀리에
55379,4159332028,자안공단
55380,4159332021,양노리
55381,4159125326,롯데씨네마.향남부영7
55382,4159125326,향남주공5단지입구
55383,4159134036,송산테크노파크산업단지
55384,4159134036,송산테크노파크산업단지
55385,4159325021,화담고등학교
55386,4159134025,마곡마을입구
55387,4159134025,마곡마을입구
55388,4159135029,장안우체국
55389,4159135029,장안우체국
55390,4159125331,길성리입구
55391,4159125331,길성리입구
55393,4159332021,양노3리
55395,4159510200,병점구청.하나로마트
55396,4159125032,조암농협
55397,4159510200,화성보건소
55398,4159711500,동탄역(서측)
55399,4159711500,동탄역(동측)
55400,4159711500,금강1차.센트럴힐즈
55401,4159710900,호반베르디움3차
55402,4159711000,호반베르디움3차
55403,4159711500,동탄초교
55404,4159711500,더샵센트럴시티2차.행복주택
55405,4159711500,에일린의뜰.중흥S클래스
55406,4159710600,LH4단지후문
55407,4159710600,LH4단지후문
55409,4159711500,행복주택.동탄경찰서
55410,4159711500,중흥S클래스.에일린의뜰
55411,4159711500,반도유보라
55412,4159711500,반도유보라
55413,4159510100,황구지천.송산교앞
55414,4159510100,황구지천.송산교앞
55415,4159510900,병점성호플레르빌
55416,4159510200,병점성호플레르빌
55417,4159510900,대광빌라
55418,4159510900,대광빌라
55419,4159711200,우미린2차.호수부영3차
55420,4159711000,호수부영3차.우미린2차
55421,4159331026,송라리
55422,4159332027,추모공원
55423,4159332027,추모공원
55424,4159325024,효행초.한신더휴에듀파크
55425,4159325024,효행초등학교
55426,4159131025,바이오단지입구
55427,4159125621,남양뉴타운10단지
55431,4159510200,송화초교.양우내안애
55432,4159333039,용수말
55433,4159125621,남양뉴타운1단지
55434,4159125621,남양뉴타운4단지
55435,4159125621,남양동광뷰엘
55436,4159125621,남양동광뷰엘
55439,4159710200,능동은행사거리.동탄시티병원
55440,4159325025,쌍용아파트
55441,4159325025,봉담푸르지오.아이파크
55442,4159510500,반월초등학교
55443,4159325025,봉담푸르지오.아이파크
55444,4159711000,호반3차.창의고
55445,4159710900,호반3차.창의고
55446,4159711500,에일린의뜰아파트
55449,4159325024,동화휴먼시아5단지
55450,4159325024,동화휴먼시아1단지.새말입구
55451,4159333022,괘랑리
55452,4159333022,괘랑리
55453,4159331026,송라리
55454,4159510900,청광플러스원아파트
55455,4159310100,배양2리
55457,4159131027,해문1리
55458,4159131027,해문1리
55459,4159711400,삼지전자
55460,4159711400,삼지전자
55461,4159110100,비봉체육공원
55462,4159136022,경기도종합사격장
55463,4159125621,남양뉴타운10단지
55464,4159710900,창의고
55465,4159710900,창의고
55468,4159110100,비봉체육공원
55471,4159125622,현대기아자동차연구소
55472,4159125622,현대기아자동차연구소
55473,4159125622,장덕2통.현대자동차연구소
55474,4159711200,우미린.하우스디더레이크
55475,4159711200,방교초.레이크자이더테라스
55476,4159711200,하우스디더레이크.우미린
55478,4159125324,상신하길로주택
55479,4159125324,상신하길로주택
55480,4159125324,향남주공18단지
55481,4159125324,향남주공18단지
55482,4159125324,향남부영16단지
55483,4159125324,향남부영16단지
55484,4159711500,반도5차
55485,4159711500,반도5차
55486,4159710600,영내사거리
55487,4159710600,영내사거리
55488,4159711000,서희스타힐스.단독주택
55489,4159710900,한신더휴
55490,4159710900,힐스테이트.호반5차
55492,4159711500,반도유보라6차
55493,4159711500,반도유보라6차
55494,4159711500,디에트르퍼스티지
55496,4159710600,치동초등학교
55498,4159135021,어은리
55500,4159711000,호수부영6차.호수공원행복주택
55501,4159711000,호수공원행복주택.호수부영6차
55502,4159711000,센트리체.자연앤자이
55503,4159711100,자연앤자이.센트리체
55504,4159711000,센트럴시티.아이파크
55505,4159711100,아이파크.센트럴시티
55507,4159711500,신리천리베라마을
55508,4159711500,신리천리베라마을
55509,4159711500,신리천
55510,4159711500,신리천공원
55511,4159711500,의료복합
55512,4159710900,호반5차.르파비스
55513,4159710900,호반5차.르파비스
55514,4159133022,서신중학교후문
55515,4159133022,서신중학교후문
55516,4159710600,반도유보라6차
55517,4159711500,반도유보라6차
55522,4159711100,아이원.호수자이파밀리에
55523,4159711100,금호어울림.계룡리슈빌
55524,4159711000,동탄호수공원.센트럴시티
55525,4159711100,호반6차
55526,4159711100,롯데캐슬.제일풍경채
55527,4159711100,호수자이파밀리에
55528,4159711100,호수자이파밀리에.아이원
55529,4159711100,레이크반도9차
55530,4159711100,동탄2아이파크1단지
55531,4159711100,동탄2아이파크2단지
55532,4159711200,동탄호수공원
55533,4159711100,계룡리슈빌.금호어울림
55534,4159110100,금강팬테리움
55535,4159110100,금강팬트리움
55536,4159110100,대방노블랜드3차
55537,4159110100,반도유보라
55538,4159110100,반도유보라.아이비파크
55539,4159110100,반도유보라.아이비파크
55540,4159110100,새솔고
55541,4159110100,새솔고
55543,4159110100,이지더원
55544,4159110100,휴먼빌
55545,4159110100,금강팬테리움
55546,4159110100,대방노블랜드3차
55547,4159110100,에코팜타운
55548,4159110100,대방노블랜드1차
55549,4159110100,요진Y시티
55550,4159710900,베라체.목동초
55551,4159710900,목동초.베라체
55552,4159710900,e편한세상동탄
55553,4159710900,e편한세상동탄
55554,4159710900,목동중.금강4차
55555,4159710900,금강4차.목동중
55556,4159710900,한신더휴
55557,4159710900,경남아너스빌
55558,4159710900,호반베르디움5차
55559,4159710900,르파비스
55566,4159711000,정현초.청림중
55567,4159711000,호수부영3차
55571,4159510900,우방아파트입구
55572,4159510900,우방아이유쉘
55573,4159510100,진안도서관.다람산공원
55574,4159510100,다람산공원.진안도서관
55576,4159710900,신리입구
55577,4159711000,금강펜테리움2차
55578,4159711000,금강펜테리움2차
55579,4159710900,신리입구
55580,4159510300,파크자이2차
55581,4159510300,파크자이2차
55582,4159510300,파크자이1차
55583,4159510300,파크자이1차
55584,4159710600,동탄행복마을푸르지오아파트
55585,4159710600,현대트랜시스
55586,4159711000,서희스타힐스.레이크파크뷰
55587,4159711000,레이크파크뷰.서희스타힐스
55588,4159325021,한신아파트
55590,4159711100,화남초
55591,4159711200,동탄호수마을
55592,4159711100,레이크자연앤푸르지오
55593,4159711200,경기도시공사동탄사업단
55596,4159110100,대방노블랜드5차
55597,4159110100,대방노블랜드6차
55598,4159110100,대방노블랜드2차
55599,4159110100,대방노블랜드3차
55602,4159710600,현대트랜시스
55603,4159125627,롤링힐스
55604,4159510100,화남아파트
55605,4159710600,LH1단지.한양수자인
55606,4159710600,LH1단지.한양수자인
55607,4159710600,동탄파크자이정문
55608,4159710600,동탄파크자이정문
55609,4159710600,동탄파크이지더원.자이후문
55610,4159710600,동탄파크자이.이지더원후문
55611,4159710600,한양수자인.파크푸르지오
55612,4159710600,파크푸르지오.한양수자인
55613,4159710600,동탄첨단산업지구
55614,4159710600,동탄첨단산업지구
55615,4159125326,향남부영6단지
55616,4159135022,현대자동차출고센터
55617,4159135022,현대자동차출고센터
55618,4159325021,협성대정문
55619,4159710300,동탄제일병원
55620,4159710600,한백고등학교
55621,4159325023,수영리검사소
55622,4159333028,신리사거리
55623,4159333028,신리사거리
55625,4159711200,방교초.레이크자이더테라스
55626,4159711500,신미주아파트.포스코2차
55627,4159510500,신영통현대아파트1단지
55628,4159510500,신영통현대아파트1단지
55629,4159510500,반월동행정복지센터
55630,4159510500,복지회관
55631,4159510100,월드메르디앙
55632,4159510100,월드메르디앙
55633,4159310200,신미주아파트후문
55634,4159310200,신미주아파트후문
55635,4159310200,신미주아파트남문.예일유치원
55636,4159310200,신미주아파트남문.예일유치원
55637,4159332021,비봉면행정복지센터
55638,4159510300,주공6단지.리체더포레스트
55639,4159125621,남양도서관.동광뷰엘
55640,4159125621,남양도서관.동광뷰엘
55641,4159325021,장안대후문
55642,4159134026,율암드림마트앞
55643,4159134026,율암드림마트앞
55644,4159134027,대방초교
55645,4159134027,대방초교
55646,4159134027,명인제약
55647,4159134027,명인제약
55648,4159134030,덕우리.구운말
55649,4159134030,안덕우리
55650,4159134030,팔탄전자앞
55651,4159134030,화성제일병원
55652,4159125626,온석2리
55653,4159125626,온석2리
55654,4159134027,노하산업단지
55655,4159134027,노하산업단지
55656,4159134027,노하할인마트
55657,4159134027,노하할인마트
55658,4159125626,현대연구소입구
55659,4159125626,현대연구소입구
55660,4159135022,석포6리(마파지)
55662,4159711100,금호어울림레이크.우남더테라스
55663,4159710500,반도4차.동탄4동복지센터
55664,4159710600,퍼스트파크.선납숲공원
55665,4159711000,중흥클래스에듀
55666,4159711000,중흥클래스에듀
55670,4159325021,봉담2.LH2단지
55671,4159325021,봉담2.LH2단지
55672,4159325021,봉담초
55673,4159325021,봉담초
55675,4159125621,화성의과학대학교입구
55676,4159125621,화성의과학대학교입구
55677,4159125621,시티프라디움4차.현장민원실
55678,4159125628,남양뉴타운입구
55680,4159125621,우림필유
55681,4159125621,화성의과학대학교
55682,4159125621,남양뉴타운9단지
55683,4159125621,남양뉴타운9단지
55684,4159711100,호반6차.제일풍경채
55685,4159711100,호반6차.제일풍경채
55686,4159710600,센트럴자이
55687,4159710600,센트럴예미지
55691,4159510900,안녕남로
55692,4159333027,문학보건소
55693,4159125622,신남1리
55694,4159333021,보건지소앞
55695,4159333021,보건지소앞
55696,4159510500,신영통현대타운2단지
55697,4159510900,신한미지엔정문
55699,4159333029,황새말앞
55700,4159333029,황새말앞
55701,4159711000,반도10차
55702,4159134023,전원마을
55703,4159134026,율암온천
55704,4159710900,힐스테이트동탄
55705,4159325021,중흥S클래스더퍼스트
55706,4159325021,중흥S클래스더퍼스트
55711,4159325034,덕우공단입구
55712,4159325034,덕우공단입구
55713,4159134025,소동촌
55714,4159134025,청호인재개발원
55715,4159134025,청호인재개발원
55716,4159125322,만세구보건소앞
55717,4159711200,동탄레이크자이더테라스
55718,4159510400,SK뷰파크3차
55720,4159510500,SK뷰파크3차
55721,4159711200,동탄레이크자이더테라스
55723,4159510400,신미주SK뷰
55724,4159710200,동탄복합문화센터
55725,4159710200,화성미디어센터
55726,4159125326,향남부영3단지
55727,4159125326,향남부영3단지
55728,4159125326,향남주공1단지
55729,4159325034,덕우리
55730,4159711000,세정초남측
55731,4159711000,행복주택35단지
55732,4159711000,호수공원행복주택
55733,4159711200,동탄그랑파사쥬
55734,4159711100,계룡리슈빌
55735,4159125322,만세구보건소앞
55736,4159325023,봉담초사거리
55737,4159325023,봉담초사거리
55738,4159325021,공청2
55739,4159325021,공청2
55740,4159125326,향남2교차로
55741,4159125326,향남2교차로
55742,4159333024,관항2리
55743,4159325025,수원대입구
55744,4159325025,수원대입구
55745,4159125326,하길리
55746,4159510300,성호아파트후문
55747,4159711000,호수공원행복주택
55748,4159711000,행복주택35단지
55749,4159711000,세정초남측
55750,4159711000,반도10차
55751,4159711000,세정초.하우스디
55752,4159711100,행복주택28단지
55753,4159711100,행복주택28단지
55754,4159710600,동원4차.현대트랜시스
55755,4159710600,현대트랜시스.동원4차
55756,4159710600,선납숲공원.퍼스트파크
55757,4159325021,어울림공원
55758,4159325021,어울림공원
55759,4159325021,중흥에듀포레.에듀시티
55760,4159325021,화담중학교
55761,4159711500,이산고등학교
55762,4159711500,이산고등학교
55763,4159711100,한화포레나
55764,4159711200,한화포레나
55765,4159134023,기천3리.키울
55766,4159110100,별솔공원
55767,4159110100,별솔공원
55768,4159711100,화남초등학교
55769,4159325025,동보아파트
55770,4159110100,새솔동행정복지센터
55771,4159325025,쌍용아파트
55772,4159325025,동보아파트
55773,4159325025,영풍아파트입구
55774,4159710600,다원초.파크자이
55775,4159710600,다원초.파크자이
55776,4159110100,송린초교앞
55777,4159110100,송산그린시티EB2.3블록
55778,4159125326,향남부영11단지
55779,4159331022,내리
55781,4159711100,화남초등학교
55782,4159510900,우미린.LH2단지
55783,4159510900,LH2단지.우미린
55784,4159510900,우미린.LH1단지
55785,4159510900,LH1단지.우미린
55786,4159510900,우방아이유쉘.우미린
55787,4159510900,우미린센트포레.우방
55789,4159325021,봉황마을
55790,4159325021,봉황마을
55791,4159510900,안녕우방아이유쉘
55792,4159510300,모아미래도(마을)
55793,4159133024,전곡산단삼거리
55794,4159310100,배양초등학교
55795,4159310100,배양초등학교
55796,4159310200,융건로
55797,4159310200,융건로
55798,4159510900,융건릉사거리앞
55799,4159711000,쎈트럴써밋
55800,4159711000,쎈트럴써밋
55801,4159710800,제일풍경채.행복주택40단지
55802,4159710800,제일풍경채.행복주택40단지
55803,4159710800,디루체
55804,4159710800,디루체
55805,4159133024,전곡산단삼거리
55806,4159325023,봉담수정동남메리트
55807,4159325023,봉담수정동남메리트
55808,4159510800,남수원현대아파트정문앞
55809,4159125622,신남4리.외만리
55810,4159125622,신남4리.외만리
55811,4159125622,남양읍행정복지센터.서희스타힐스
55812,4159125622,남양읍행정복지센터.서희스타힐스
55814,4159710600,단독주택
55815,4159710800,호반써밋동탄
55816,4159710800,호반써밋동탄
55817,4159710800,동탄9동행정복지센터
55818,4159710800,동탄9동행정복지센터
55819,4159332021,비봉면행정복지센터
55820,4159310200,기안교차로
55821,4159310200,기안교차로
55822,4159710600,단독주택
55823,4159332028,자안공단
55824,4159125621,남양뉴타운20.19단지
55825,4159125621,남양뉴타운19.20단지
55827,4159125628,불이원.묘희원
55828,4159332024,삼화2리
55829,4159332024,삼화2리
55832,4159110100,유포교차로
55833,4159110100,유포교차로
55834,4159136027,동양콘크리트입구
55835,4159136027,신한바이오캠
55836,4159136027,대양3리입구
55837,4159136027,대양3리입구
55838,4159136027,동양콘크리트입구
55839,4159136027,신한바이오캠
55840,4159332021,양노리입구
55841,4159332021,양노리입구
55842,4159332021,양노공단
55843,4159332021,양노공단
55844,4159332021,양노공단입구
55845,4159332021,양노공단입구
55846,4159134028,덕천리삼거리
55847,4159134030,덕우리마을입구
55848,4159134030,누락골
55849,4159134030,누락골
55850,4159134030,덕우리마을입구
55851,4159325036,상기2리
55852,4159710600,동탄테크노벨리(중)
55853,4159710600,현대트랜시스(중)
55854,4159710600,현대트랜시스(중)
55855,4159710600,동탄테크노벨리(중)
55857,4159332024,큰말
55858,4159332024,잿말
55859,4159332024,잿말
55861,4159132030,신흥유원지
55862,4159132030,마산초교
55863,4159132030,마산2리
55864,4159132031,고포2리
55865,4159132031,고포1리
55866,4159132031,마산포
55870,4159332024,건농골교차로
55871,4159332024,건농골교차로
55872,4159125626,온석1교차로
55873,4159125626,온석1교차로
55874,4159325024,에듀시티파라곤
55875,4159325024,에듀시티파라곤
55879,4159134023,대한불교조계종앞
55880,4159134023,기천1리입구
55881,4159134023,기천1리.청솔마을
55882,4159134023,기천1리.청솔마을
55883,4159134023,기천3리
55884,4159325021,삼봉근린공원
55885,4159125626,온석교차로
55886,4159125626,온석교차로
55887,4159325021,생태체육공원
55888,4159125626,주유소앞
55890,4159711500,행복주택.동탄경찰서(좌회전전용)
55892,4159325023,중흥에듀파크
55893,4159325021,엘크루루엘리안.중흥에듀파크
55894,4159325021,신수마을
55895,4159325021,신수마을
55896,4159325021,엘크루루엘리안.중흥에듀파크
55897,4159325023,중흥에듀파크
55899,4159710600,LH4단지.치동천복지관
55900,4159710600,LH4단지.치동천복지관
55901,4159710700,무봉산자연휴양림
55903,4159711500,중흥S더테라스3차
55904,4159510800,안녕초등학교
55905,4159510800,안녕초등학교
55906,4159510300,상록예가아파트정문앞
55907,4159510300,상록예가아파트정문앞
55908,4159125628,북양교차로
55909,4159110100,리안비채
55910,4159134026,율암3리.밤뒤
55912,4159710800,금강펜테리움.힐스테이트
55913,4159710800,힐스테이트.금강펜테리움
55914,4159710800,C10
55915,4159710800,C10
55916,4159325024,와우중고교
55917,4159325024,와우중고교
55921,4159325023,중흥에듀파크정문
55922,4159325023,중흥에듀파크정문
55923,4159325035,에코센터입구
55924,4159125339,주공7단지
55925,4159125321,향남역
55926,4159125321,향남역
55927,4159710600,동원로얄듀크
55928,4159125621,현장민원실.시티프라디움4차
55929,4159125621,e편한세상남양뉴타운아파트
55930,4159332025,비봉교차로
55931,4159510100,중심상가사거리
55932,4159510100,중심상가사거리
55933,4159510800,남수원현대아파트정문
55934,4159710800,(임시)e편한세상동탄파크아너스
55935,4159710300,영천교삼거리
55936,4159710300,영천교삼거리
55937,4159710600,경기남부직업능력개발원
55938,4159711100,서연초
55939,4159711100,서연초
55940,4159134025,구장산업단지
55941,4159134025,마곡산업단지
55943,4159510300,능동양우내안에아파트
55944,4159510300,능동양우내안에아파트
55945,4159711200,ASML(B동)
55946,4159711200,ASML(A동)
55947,4159711200,동탄레이크원
55954,4159132033,중송2리
55955,4159710800,동탄숨마데시앙
55956,4159710800,동탄아테라파밀리에
55957,4159710800,동탄아테라파밀리에
55958,4159710800,동탄숨마데시앙
55965,4159710800,현민초등학교
55966,4159710800,현민초등학교
55967,4159710600,경기남부직업능력개발원
55968,4159711500,반도유보라.삼정그린코아
55969,4159711500,반도유보라.삼정그린코아
55970,4159710800,(임시)55단지
55971,4159710800,(임시)55단지
55972,4159710800,(임시)행복주택
55973,4159710800,(임시)행복주택
55974,4159710800,동탄파크릭스
55976,4159132021,송산게이트볼장
55977,4159325024,(임시)자이라젠느.중흥S센트럴에듀
55978,4159325024,(임시)자이라젠느.중흥S센트럴에듀
55979,4159125621,화성의과학대학교
55980,4159110100,모아앞삼거리
55981,4159110100,모아앞삼거리
55982,4159710800,동탄파크릭스
55983,4159711200,호수마을푸르지오시티
55984,4159711200,호수마을푸르지오시티
55987,4159132033,묫골
55988,4159711500,동탄여울공원
55989,4159711500,동탄여울공원
55990,4159711200,동탄레이크자이더테라스후문
55991,4159711200,동탄레이크자이더테라스후문
55992,4159110100,새솔동행정복지센터
55998,4159711100,융건릉
55999,4159711100,융건릉
60001,4159132027,각골입구
60002,4159132033,각골입구
60003,4159132027,천등1리.등굴
60004,4159132027,천등1리.등굴
60005,4159132027,천등3리.새말
60006,4159132027,천등3리.새말
60007,4159133026,동미산입구
60009,4159133032,사곶리마을회관
60018,4159332025,비봉LH아파트
60019,4159332025,비봉LH아파트
60020,4159332025,비봉상업지구
60021,4159332025,비봉상업지구
60022,4159131025,바이오단지종점
60023,4159131025,바이오단지종점
60024,4159131025,청원3리
60025,4159131025,청원3리
60026,4159125627,활초리입구
60027,4159125625,활초교회
60029,4159136026,요당리
60030,4159136026,요당성지
60033,4159136021,충만주유소
60035,4159125621,헤르만하우스남양
60036,4159125621,음실골
60037,4159125621,금강아파트
60039,4159125622,서희스타힐스3.1단지
60040,4159125622,서희스타힐스1.3단지
60041,4159131021,마도파출소
60043,4159134021,하저교회앞
60044,4159134021,은성정밀앞
60045,4159134021,은성정밀앞
60046,4159125324,상신3리입구.한양수자인
60047,4159125324,상신3리입구.한양수자인
60048,4159125326,하길리입구
60049,4159125326,하길리입구
60050,4159125326,하길1리종점
60057,4159125625,활초리마을회관
60058,4159125624,살곶이
60060,4159132029,독지1리.돌내입구
60061,4159132029,독지2리.문지마을
60062,4159132029,독지리종점
60063,4159132029,독지2리.문지마을
60064,4159133025,제부도유원지
60065,4159132029,독지1리.돌내입구
60066,4159131021,마도농협
60067,4159133025,제부도교차로
60068,4159133025,제부도교차로
60070,4159331024,숙곡1리
60071,4159331024,숙곡1리입구
60074,4159132026,사강3리
60075,4159132026,쌍정리
60076,4159132026,쌍정2리
60077,4159132029,독지2리입구
60078,4159132029,독지2리입구
60082,4159131021,화도중학교입구
60083,4159331024,숙곡1리입구
60087,4159125324,제약공단공원
60088,4159125324,제약공단공원
60090,4159125324,향남언덕마을15단지
60091,4159125324,상신3리입구
60092,4159125622,신남3통마을회관
60094,4159125622,장덕1리입구
60100,4159125622,신남3통
60101,4159125622,신남3통
60102,4159133028,서신성당
60103,4159125625,활초삼거리
60104,4159125624,안석1리마을회관
60105,4159125624,안석1리
60107,4159125624,서울종묘앞
60109,4159131021,마도면행정복지센터
60111,4159331024,숙곡리삼거리
60112,4159331024,숙곡리
60113,4159133026,일마레앞
60114,4159331023,찬우물
60115,4159331023,찬우물
60116,4159331023,어천2리마을회관앞
60117,4159331023,어천2리마을회관앞
60118,4159125622,화성시청역1번출구
60119,4159331024,연화사입구
60120,4159332024,(임시)청연초등학교
60121,4159332024,(임시)비봉LH5단지
60122,4159332024,(임시)호반써밋.금강펜테리움
60123,4159332024,(임시)호반써밋.금강펜테리움
60124,4159332024,(임시)비봉LH5단지
60125,4159332024,(임시)청연초등학교
60126,4159125324,화성시치매안심센터
60127,4159125324,화성시치매안심센터
60128,4159125622,남양읍행정복지센터
60129,4159125622,남양읍행정복지센터
60130,4159132031,어도종점
60131,4159125625,우리중앙교회
60132,4159331024,함백산추모공원
60133,4159331024,함백산추모공원
60134,4159125325,구문천4리입구
60135,4159125325,구문천4리입구
60137,4159125338,만세구청
60138,4159125338,만세구청
60139,4159131025,청원낚시터앞
60140,4159131027,해문2리마을회관
60141,4159131027,해문2리마을회관
60144,4159133030,궁평관광지
60145,4159133030,궁평관광지
60146,4159133031,화성서해마루
60147,4159133031,화성서해마루
60150,4159133031,백미항
60151,4159133031,백미항
60152,4159133031,함박산입구
60154,4159133025,양짓말
60155,4159125324,향남주공18단지후문
77101,4159710900,한신더휴
77102,4159710500,신안2차.반도4차
77104,4159710600,동원.다원중
77105,4159710900,베라체아파트
77106,4159710500,예솔초.호반2차.대원2차
77107,4159710600,동원.다원중
77108,4159710600,상록.경남아파트.이주택지
77109,4159710500,반도4차.동탄4동복지센터
77110,4159710500,센트럴푸르지오.호반베르디움2차
77111,4159710500,청목초.신안1차
77112,4159710900,동원로얄듀크2차.목동초
77113,4159710900,힐스테이트.호반5차
