node_id,ars_no,name,lon,lat,in_hwaseong
GGB203000434,4421,수원컨벤션센터.광교갤러리아백화점.중흥s클래스,127.0571,37.284467,0
GGB203000438,4425,광교카페거리입구,127.056167,37.2949,0
GGB203000439,4426,광교카페거리입구,127.056333,37.29505,0
GGB204000001,5008,고등동행정복지센터.판교밸리자이아파트,127.10205,37.428333,0
GGB204000002,5010,고등119안전센터,127.102467,37.424683,0
GGB204000037,5007,고등119안전센터,127.102033,37.4246,0
GGB204000038,5011,등자리,127.103183,37.434183,0
GGB204000039,5016,효성고등학교,127.105017,37.449017,0
GGB204000040,5019,오야동.신촌동행정복지센터,127.106533,37.4544,0
GGB204000041,5021,신촌동앞,127.107267,37.459217,0
GGB204000042,5022,신촌동앞,127.107767,37.459817,0
GGB204000043,5020,오야동.신촌동행정복지센터,127.107117,37.455283,0
GGB204000044,5017,효성고등학교,127.10575,37.4498,0
GGB204000045,5014,공군아파트,127.104333,37.446583,0
GGB204000046,5013,등자리,127.103783,37.435267,0
GGB204000057,5012,공군아파트,127.1036,37.445767,0
GGB204000060,5001,판교제2테크노밸리,127.09935,37.411683,0
GGB204000061,5006,시흥사거리,127.101917,37.420767,0
GGB204000062,5005,고등동행정복지센터.판교밸리자이아파트,127.10165,37.428217,0
GGB204000063,5009,시흥사거리,127.102317,37.421117,0
GGB204000064,5002,판교제2테크노밸리,127.099733,37.411333,0
GGB204000091,5077,가천대,127.1262,37.45065,0
GGB204000092,5088,가천대,127.12575,37.450967,0
GGB204000199,5181,국가기록원성남분원.코이카,127.101,37.415383,0
GGB204000200,5182,국가기록원성남분원.코이카,127.101417,37.41535,0
GGB204000222,5198,공군부대제2정문.면회실,127.10345,37.438633,0
GGB204000223,5199,공군부대제2정문.면회실,127.104017,37.43805,0
GGB209000150,10184,인덕원삼성아파트.인덕원고등학교,126.979467,37.399067,0
GGB209000151,10180,인덕원역2번출구,126.97795,37.400667,0
GGB209000152,10181,인덕원역1번출구,126.978067,37.401133,0
GGB209000153,10186,인덕원삼성아파트.인덕원고등학교,126.980433,37.39875,0
GGB209000185,10188,포일어울림센터.인덕원삼호아파트,126.98185,37.397417,0
GGB209000186,10187,포일어울림센터.인덕원삼호아파트,126.982317,37.397483,0
GGB205000280,6001,모란역(공항버스),127.128917,37.431317,0
GGB205000369,6346,모란역(공항.시외버스),127.129483,37.431367,0
GGB206000040,7058,오리역,127.109183,37.340117,0
GGB206000054,7197,이매역,127.128083,37.39675,0
GGB206000087,7333,미금역.청솔마을.2001아울렛,127.109183,37.351067,0
GGB206000088,7332,까치마을.건영빌라.2001아울렛,127.109133,37.347517,0
GGB206000094,7054,까치마을건영빌라.구미도서관,127.108667,37.3475,0
GGB206000095,7331,미금역.청솔마을.2001아울렛,127.1086,37.350717,0
GGB206000215,7057,오리역,127.108733,37.340267,0
GGB206000216,7055,하얀마을,127.108683,37.344117,0
GGB206000219,7060,하얀마을.구미도서관,127.109167,37.344717,0
GGB206000227,7322,이매역.진흥아파트.동신아파트,127.128767,37.3976,0
GGB206000241,7056,농수산물센터,127.108733,37.337133,0
GGB206000250,7808,서현역(공항버스),127.124,37.384117,0
GGB206000251,7059,농수산물센터,127.1092,37.33705,0
GGB206000532,7489,판교역.낙생육교.현대백화점,127.111883,37.391867,0
GGB206000538,7494,화랑공원남편,127.106733,37.395333,0
GGB206000539,7495,금토천교,127.106033,37.4013,0
