grid_id,period,daytype,boardings,potential,board_day,freq,coverage,nearest_stop_id,nearest_stop_m,rail_m,stops_n,pop,workers,elderly_ratio
다바3299,day,wd,0.0,0.0,0.0,0.0,0.05,41590-36991,2044.1,22717.8,0,0.0,0.0,0.0
다바3299,pm,wd,0.0,0.0,0.0,0.0,0.05,41590-36991,2044.1,22717.8,0,0.0,0.0,0.0
다바3299,night,wd,0.0,0.0,0.0,0.0,0.05,41590-36991,2044.1,22717.8,0,0.0,0.0,0.0
다바3299,am,we,0.0,0.0,0.0,0.0,0.05,41590-36991,2044.1,22717.8,0,0.0,0.0,0.0
다바3299,day,we,0.0,0.0,0.0,0.0,0.05,41590-36991,2044.1,22717.8,0,0.0,0.0,0.0
다바3299,pm,we,0.0,0.0,0.0,0.0,0.05,41590-36991,2044.1,22717.8,0,0.0,0.0,0.0
다바3299,night,we,0.0,0.0,0.0,0.0,0.05,41590-36991,2044.1,22717.8,0,0.0,0.0,0.0
다바3393,am,wd,4.526,27.64,24.486,17.743,0.7397,41590-36589,208.2,27359.2,6,326.0,151.0,0.4387
다바3393,day,wd,11.119,161.3,24.486,39.244,0.7397,41590-36589,208.2,27359.2,6,326.0,151.0,0.4387
다바3393,pm,wd,3.762,32.91,24.486,17.743,0.7397,41590-36589,208.2,27359.2,6,326.0,151.0,0.4387
다바3393,night,wd,0.948,19.26,24.486,1.002,0.7397,41590-36589,208.2,27359.2,6,326.0,151.0,0.4387
다바3393,am,we,1.222,27.1,16.209,17.743,0.7397,41590-36589,208.2,27359.2,6,326.0,151.0,0.4387
다바3393,day,we,8.855,158.03,16.209,39.244,0.7397,41590-36589,208.2,27359.2,6,326.0,151.0,0.4387
다바3393,pm,we,2.417,34.16,16.209,17.743,0.7397,41590-36589,208.2,27359.2,6,326.0,151.0,0.4387
다바3393,night,we,0.846,25.12,16.209,1.002,0.7397,41590-36589,208.2,27359.2,6,326.0,151.0,0.4387
다바3394,am,wd,0.775,1.22,4.195,4.197,0.2129,41590-37476,629.7,26505.6,4,13.0,3.0,0.3846
다바3394,day,wd,1.905,7.07,4.195,9.618,0.2129,41590-37476,629.7,26505.6,4,13.0,3.0,0.3846
다바3394,pm,wd,0.645,1.46,4.195,4.197,0.2129,41590-37476,629.7,26505.6,4,13.0,3.0,0.3846
다바3394,night,wd,0.162,0.88,4.195,0.2,0.2129,41590-37476,629.7,26505.6,4,13.0,3.0,0.3846
다바3394,am,we,0.364,1.2,4.823,4.197,0.2129,41590-37476,629.7,26505.6,4,13.0,3.0,0.3846
다바3394,day,we,2.635,6.94,4.823,9.618,0.2129,41590-37476,629.7,26505.6,4,13.0,3.0,0.3846
다바3394,pm,we,0.719,1.51,4.823,4.197,0.2129,41590-37476,629.7,26505.6,4,13.0,3.0,0.3846
다바3394,night,we,0.252,1.14,4.823,0.2,0.2129,41590-37476,629.7,26505.6,4,13.0,3.0,0.3846
다바3396,am,wd,0.0,0.0,0.0,0.0,0.05,41590-37518,1160.2,24751.0,0,0.0,0.0,0.0
다바3396,day,wd,0.0,0.0,0.0,0.0,0.05,41590-37518,1160.2,24751.0,0,0.0,0.0,0.0
다바3396,pm,wd,0.0,0.0,0.0,0.0,0.05,41590-37518,1160.2,24751.0,0,0.0,0.0,0.0
다바3396,night,wd,0.0,0.0,0.0,0.0,0.05,41590-37518,1160.2,24751.0,0,0.0,0.0,0.0
다바3396,am,we,0.0,0.0,0.0,0.0,0.05,41590-37518,1160.2,24751.0,0,0.0,0.0,0.0
다바3396,day,we,0.0,0.0,0.0,0.0,0.05,41590-37518,1160.2,24751.0,0,0.0,0.0,0.0
다바3396,pm,we,0.0,0.0,0.0,0.0,0.05,41590-37518,1160.2,24751.0,0,0.0,0.0,0.0
다바3396,night,we,0.0,0.0,0.0,0.0,0.05,41590-37518,1160.2,24751.0,0,0.0,0.0,0.0
다바3397,am,wd,0.0,0.0,0.0,0.0,0.05,41590-36991,1662.2,23878.0,0,0.0,0.0,0.0
다바3397,day,wd,0.0,0.0,0.0,0.0,0.05,41590-36991,1662.2,23878.0,0,0.0,0.0,0.0
다바3397,pm,wd,0.0,0.0,0.0,0.0,0.05,41590-36991,1662.2,23878.0,0,0.0,0.0,0.0
다바3397,night,wd,0.0,0.0,0.0,0.0,0.05,41590-36991,1662.2,23878.0,0,0.0,0.0,0.0
다바3397,am,we,0.0,0.0,0.0,0.0,0.05,41590-36991,1662.2,23878.0,0,0.0,0.0,0.0
다바3397,day,we,0.0,0.0,0.0,0.0,0.05,41590-36991,1662.2,23878.0,0,0.0,0.0,0.0
다바3397,pm,we,0.0,0.0,0.0,0.0,0.05,41590-36991,1662.2,23878.0,0,0.0,0.0,0.0
다바3397,night,we,0.0,0.0,0.0,0.0,0.05,41590-36991,1662.2,23878.0,0,0.0,0.0,0.0
다바3398,am,wd,0.0,0.0,0.0,0.0,0.05,41590-37448,1802.9,23016.4,0,0.0,0.0,0.0
다바3398,day,wd,0.0,0.0,0.0,0.0,0.05,41590-37448,1802.9,23016.4,0,0.0,0.0,0.0
다바3398,pm,wd,0.0,0.0,0.0,0.0,0.05,41590-37448,1802.9,23016.4,0,0.0,0.0,0.0
다바3398,night,wd,0.0,0.0,0.0,0.0,0.05,41590-37448,1802.9,23016.4,0,0.0,0.0,0.0
다바3398,am,we,0.0,0.0,0.0,0.0,0.05,41590-37448,1802.9,23016.4,0,0.0,0.0,0.0
다바3398,day,we,0.0,0.0,0.0,0.0,0.05,41590-37448,1802.9,23016.4,0,0.0,0.0,0.0
다바3398,pm,we,0.0,0.0,0.0,0.0,0.05,41590-37448,1802.9,23016.4,0,0.0,0.0,0.0
다바3398,night,we,0.0,0.0,0.0,0.0,0.05,41590-37448,1802.9,23016.4,0,0.0,0.0,0.0
다바3399,am,wd,0.0,0.0,0.0,0.0,0.05,41590-37485,1856.6,22166.3,0,0.0,0.0,0.0
다바3399,day,wd,0.0,0.0,0.0,0.0,0.05,41590-37485,1856.6,22166.3,0,0.0,0.0,0.0
다바3399,pm,wd,0.0,0.0,0.0,0.0,0.05,41590-37485,1856.6,22166.3,0,0.0,0.0,0.0
다바3399,night,wd,0.0,0.0,0.0,0.0,0.05,41590-37485,1856.6,22166.3,0,0.0,0.0,0.0
다바3399,am,we,0.0,0.0,0.0,0.0,0.05,41590-37485,1856.6,22166.3,0,0.0,0.0,0.0
다바3399,day,we,0.0,0.0,0.0,0.0,0.05,41590-37485,1856.6,22166.3,0,0.0,0.0,0.0
다바3399,pm,we,0.0,0.0,0.0,0.0,0.05,41590-37485,1856.6,22166.3,0,0.0,0.0,0.0
다바3399,night,we,0.0,0.0,0.0,0.0,0.05,41590-37485,1856.6,22166.3,0,0.0,0.0,0.0
다바3493,am,wd,0.671,26.12,3.628,2.465,0.7248,41590-36583,220.2,26858.3,4,317.0,68.0,0.2744
다바3493,day,wd,1.647,149.04,3.628,7.386,0.7248,41590-36583,220.2,26858.3,4,317.0,68.0,0.2744
다바3493,pm,wd,0.557,32.24,3.628,2.465,0.7248,41590-36583,220.2,26858.3,4,317.0,68.0,0.2744
다바3493,night,wd,0.14,19.61,3.628,0.008,0.7248,41590-36583,220.2,26858.3,4,317.0,68.0,0.2744
다바3493,am,we,0.398,25.46,5.283,2.465,0.7248,41590-36583,220.2,26858.3,4,317.0,68.0,0.2744
다바3493,day,we,2.886,146.57,5.283,7.386,0.7248,41590-36583,220.2,26858.3,4,317.0,68.0,0.2744
다바3493,pm,we,0.788,33.37,5.283,2.465,0.7248,41590-36583,220.2,26858.3,4,317.0,68.0,0.2744
다바3493,night,we,0.276,25.29,5.283,0.008,0.7248,41590-36583,220.2,26858.3,4,317.0,68.0,0.2744
다바3494,am,wd,3.544,16.04,19.17,24.439,0.8566,41590-36830,114.7,25988.8,16,193.0,62.0,0.4145
다바3494,day,wd,8.705,93.23,19.17,54.978,0.8566,41590-36830,114.7,25988.8,16,193.0,62.0,0.4145
다바3494,pm,wd,2.946,19.07,19.17,24.439,0.8566,41590-36830,114.7,25988.8,16,193.0,62.0,0.4145
다바3494,night,wd,0.742,11.25,19.17,1.211,0.8566,41590-36830,114.7,25988.8,16,193.0,62.0,0.4145
다바3494,am,we,1.584,15.73,21.012,24.439,0.8566,41590-36830,114.7,25988.8,16,193.0,62.0,0.4145
다바3494,day,we,11.478,91.34,21.012,54.978,0.8566,41590-36830,114.7,25988.8,16,193.0,62.0,0.4145
다바3494,pm,we,3.133,19.8,21.012,24.439,0.8566,41590-36830,114.7,25988.8,16,193.0,62.0,0.4145
다바3494,night,we,1.097,14.64,21.012,1.211,0.8566,41590-36830,114.7,25988.8,16,193.0,62.0,0.4145
다바3495,am,wd,0.679,19.52,3.674,3.463,0.631,41590-37388,295.2,25130.0,8,233.0,491.0,0.2446
다바3495,day,wd,1.668,111.24,3.674,9.008,0.631,41590-37388,295.2,25130.0,8,233.0,491.0,0.2446
다바3495,pm,wd,0.565,23.67,3.674,3.463,0.631,41590-37388,295.2,25130.0,8,233.0,491.0,0.2446
다바3495,night,wd,0.142,14.28,3.674,0.029,0.631,41590-37388,295.2,25130.0,8,233.0,491.0,0.2446
다바3495,am,we,0.507,19.04,6.722,3.463,0.631,41590-37388,295.2,25130.0,8,233.0,491.0,0.2446
다바3495,day,we,3.672,109.27,6.722,9.008,0.631,41590-37388,295.2,25130.0,8,233.0,491.0,0.2446
다바3495,pm,we,1.002,24.51,6.722,3.463,0.631,41590-37388,295.2,25130.0,8,233.0,491.0,0.2446
다바3495,night,we,0.351,18.45,6.722,0.029,0.631,41590-37388,295.2,25130.0,8,233.0,491.0,0.2446
다바3496,am,wd,0.0,0.0,0.0,0.0,0.05,41590-37518,1182.8,24281.5,0,0.0,0.0,0.0
다바3496,day,wd,0.0,0.0,0.0,0.0,0.05,41590-37518,1182.8,24281.5,0,0.0,0.0,0.0
다바3496,pm,wd,0.0,0.0,0.0,0.0,0.05,41590-37518,1182.8,24281.5,0,0.0,0.0,0.0
다바3496,night,wd,0.0,0.0,0.0,0.0,0.05,41590-37518,1182.8,24281.5,0,0.0,0.0,0.0
다바3496,am,we,0.0,0.0,0.0,0.0,0.05,41590-37518,1182.8,24281.5,0,0.0,0.0,0.0
다바3496,day,we,0.0,0.0,0.0,0.0,0.05,41590-37518,1182.8,24281.5,0,0.0,0.0,0.0
다바3496,pm,we,0.0,0.0,0.0,0.0,0.05,41590-37518,1182.8,24281.5,0,0.0,0.0,0.0
다바3496,night,we,0.0,0.0,0.0,0.0,0.05,41590-37518,1182.8,24281.5,0,0.0,0.0,0.0
다바3497,am,wd,0.01,0.82,0.056,0.077,0.05,41590-37448,783.4,23396.5,1,13.0,7.0,0.7692
다바3497,day,wd,0.025,5.04,0.056,0.249,0.05,41590-37448,783.4,23396.5,1,13.0,7.0,0.7692
다바3497,pm,wd,0.009,0.92,0.056,0.077,0.05,41590-37448,783.4,23396.5,1,13.0,7.0,0.7692
다바3497,night,wd,0.002,0.52,0.056,0.0,0.05,41590-37448,783.4,23396.5,1,13.0,7.0,0.7692
다바3497,am,we,0.002,0.81,0.033,0.077,0.05,41590-37448,783.4,23396.5,1,13.0,7.0,0.7692
다바3497,day,we,0.018,4.9,0.033,0.249,0.05,41590-37448,783.4,23396.5,1,13.0,7.0,0.7692
다바3497,pm,we,0.005,0.96,0.033,0.077,0.05,41590-37448,783.4,23396.5,1,13.0,7.0,0.7692
다바3497,night,we,0.002,0.68,0.033,0.0,0.05,41590-37448,783.4,23396.5,1,13.0,7.0,0.7692
다바3498,am,wd,0.0,0.39,0.0,0.0,0.05,41590-37485,900.0,22516.5,0,5.0,0.0,0.0
다바3498,day,wd,0.0,2.22,0.0,0.0,0.05,41590-37485,900.0,22516.5,0,5.0,0.0,0.0
다바3498,pm,wd,0.0,0.53,0.0,0.0,0.05,41590-37485,900.0,22516.5,0,5.0,0.0,0.0
다바3498,night,wd,0.0,0.32,0.0,0.0,0.05,41590-37485,900.0,22516.5,0,5.0,0.0,0.0
다바3498,am,we,0.0,0.38,0.0,0.0,0.05,41590-37485,900.0,22516.5,0,5.0,0.0,0.0
다바3498,day,we,0.0,2.2,0.0,0.0,0.05,41590-37485,900.0,22516.5,0,5.0,0.0,0.0
다바3498,pm,we,0.0,0.54,0.0,0.0,0.05,41590-37485,900.0,22516.5,0,5.0,0.0,0.0
다바3498,night,we,0.0,0.41,0.0,0.0,0.05,41590-37485,900.0,22516.5,0,5.0,0.0,0.0
다바3499,am,wd,0.0,0.39,0.0,0.0,0.05,41590-37485,939.6,21646.5,0,5.0,3.0,0.0
다바3499,day,wd,0.0,2.22,0.0,0.0,0.05,41590-37485,939.6,21646.5,0,5.0,3.0,0.0
다바3499,pm,wd,0.0,0.53,0.0,0.0,0.05,41590-37485,939.6,21646.5,0,5.0,3.0,0.0
다바3499,night,wd,0.0,0.32,0.0,0.0,0.05,41590-37485,939.6,21646.5,0,5.0,3.0,0.0
다바3499,am,we,0.0,0.38,0.0,0.0,0.05,41590-37485,939.6,21646.5,0,5.0,3.0,0.0
다바3499,day,we,0.0,2.2,0.0,0.0,0.05,41590-37485,939.6,21646.5,0,5.0,3.0,0.0
다바3499,pm,we,0.0,0.54,0.0,0.0,0.05,41590-37485,939.6,21646.5,0,5.0,3.0,0.0
다바3499,night,we,0.0,0.41,0.0,0.0,0.05,41590-37485,939.6,21646.5,0,5.0,3.0,0.0
다바3593,am,wd,2.262,23.85,12.238,8.237,0.9143,41590-36582,68.5,26386.2,6,284.0,51.0,0.3521
다바3593,day,wd,5.557,137.18,12.238,26.323,0.9143,41590-36582,68.5,26386.2,6,284.0,51.0,0.3521
다바3593,pm,wd,1.88,28.83,12.238,8.237,0.9143,41590-36582,68.5,26386.2,6,284.0,51.0,0.3521
다바3593,night,wd,0.474,17.35,12.238,0.0,0.9143,41590-36582,68.5,26386.2,6,284.0,51.0,0.3521
다바3593,am,we,0.685,23.33,9.089,8.237,0.9143,41590-36582,68.5,26386.2,6,284.0,51.0,0.3521
다바3593,day,we,4.965,134.56,9.089,26.323,0.9143,41590-36582,68.5,26386.2,6,284.0,51.0,0.3521
다바3593,pm,we,1.355,29.91,9.089,8.237,0.9143,41590-36582,68.5,26386.2,6,284.0,51.0,0.3521
다바3593,night,we,0.474,22.47,9.089,0.0,0.9143,41590-36582,68.5,26386.2,6,284.0,51.0,0.3521
다바3594,am,wd,1.25,6.25,6.761,8.344,0.3214,41590-55142,542.8,25501.2,10,63.0,20.0,0.4444
다바3594,day,wd,3.07,36.13,6.761,22.319,0.3214,41590-55142,542.8,25501.2,10,63.0,20.0,0.4444
다바3594,pm,wd,1.039,7.59,6.761,8.344,0.3214,41590-55142,542.8,25501.2,10,63.0,20.0,0.4444
다바3594,night,wd,0.262,4.54,6.761,0.256,0.3214,41590-55142,542.8,25501.2,10,63.0,20.0,0.4444
다바3594,am,we,0.523,6.12,6.945,8.344,0.3214,41590-55142,542.8,25501.2,10,63.0,20.0,0.4444
다바3594,day,we,3.794,35.48,6.945,22.319,0.3214,41590-55142,542.8,25501.2,10,63.0,20.0,0.4444
다바3594,pm,we,1.036,7.88,6.945,8.344,0.3214,41590-55142,542.8,25501.2,10,63.0,20.0,0.4444
다바3594,night,we,0.362,5.88,6.945,0.256,0.3214,41590-55142,542.8,25501.2,10,63.0,20.0,0.4444
다바3595,am,wd,0.742,12.54,4.013,6.405,0.4363,41590-36580,450.9,24624.5,5,127.0,420.0,0.4882
다바3595,day,wd,1.822,72.85,4.013,13.551,0.4363,41590-36580,450.9,24624.5,5,127.0,420.0,0.4882
다바3595,pm,wd,0.617,15.46,4.013,6.405,0.4363,41590-36580,450.9,24624.5,5,127.0,420.0,0.4882
다바3595,night,wd,0.155,9.3,4.013,0.42,0.4363,41590-36580,450.9,24624.5,5,127.0,420.0,0.4882
다바3595,am,we,0.166,12.24,2.208,6.405,0.4363,41590-36580,450.9,24624.5,5,127.0,420.0,0.4882
다바3595,day,we,1.206,71.52,2.208,13.551,0.4363,41590-36580,450.9,24624.5,5,127.0,420.0,0.4882
다바3595,pm,we,0.329,16.01,2.208,6.405,0.4363,41590-36580,450.9,24624.5,5,127.0,420.0,0.4882
다바3595,night,we,0.115,12.04,2.208,0.42,0.4363,41590-36580,450.9,24624.5,5,127.0,420.0,0.4882
다바3596,am,wd,0.302,11.32,1.632,2.93,0.6587,41590-36941,273.0,23758.4,3,128.0,205.0,0.4609
다바3596,day,wd,0.741,65.93,1.632,8.79,0.6587,41590-36941,273.0,23758.4,3,128.0,205.0,0.4609
다바3596,pm,wd,0.251,13.51,1.632,2.93,0.6587,41590-36941,273.0,23758.4,3,128.0,205.0,0.4609
다바3596,night,wd,0.063,8.04,1.632,0.0,0.6587,41590-36941,273.0,23758.4,3,128.0,205.0,0.4609
다바3596,am,we,0.087,11.12,1.148,2.93,0.6587,41590-36941,273.0,23758.4,3,128.0,205.0,0.4609
다바3596,day,we,0.627,64.55,1.148,8.79,0.6587,41590-36941,273.0,23758.4,3,128.0,205.0,0.4609
다바3596,pm,we,0.171,14.05,1.148,2.93,0.6587,41590-36941,273.0,23758.4,3,128.0,205.0,0.4609
다바3596,night,we,0.06,10.46,1.148,0.0,0.6587,41590-36941,273.0,23758.4,3,128.0,205.0,0.4609
다바3597,am,wd,0.196,14.48,1.06,1.467,0.3949,41590-37448,484.0,22901.9,2,163.0,8.0,0.5215
다바3597,day,wd,0.481,85.21,1.06,4.739,0.3949,41590-37448,484.0,22901.9,2,163.0,8.0,0.5215
다바3597,pm,wd,0.163,17.16,1.06,1.467,0.3949,41590-37448,484.0,22901.9,2,163.0,8.0,0.5215
다바3597,night,wd,0.041,9.91,1.06,0.0,0.3949,41590-37448,484.0,22901.9,2,163.0,8.0,0.5215
다바3597,am,we,0.047,14.22,0.622,1.467,0.3949,41590-37448,484.0,22901.9,2,163.0,8.0,0.5215
다바3597,day,we,0.34,83.43,0.622,4.739,0.3949,41590-37448,484.0,22901.9,2,163.0,8.0,0.5215
다바3597,pm,we,0.093,17.82,0.622,1.467,0.3949,41590-37448,484.0,22901.9,2,163.0,8.0,0.5215
다바3597,night,we,0.032,12.97,0.622,0.0,0.3949,41590-37448,484.0,22901.9,2,163.0,8.0,0.5215
다바3598,am,wd,1.214,12.35,6.569,13.889,0.8056,41590-36858,155.5,22050.6,9,143.0,27.0,0.4196
다바3598,day,wd,2.983,71.5,6.569,45.276,0.8056,41590-36858,155.5,22050.6,9,143.0,27.0,0.4196
다바3598,pm,wd,1.009,14.62,6.569,13.889,0.8056,41590-36858,155.5,22050.6,9,143.0,27.0,0.4196
다바3598,night,wd,0.254,8.77,6.569,0.0,0.8056,41590-36858,155.5,22050.6,9,143.0,27.0,0.4196
다바3598,am,we,0.521,12.14,6.914,13.889,0.8056,41590-36858,155.5,22050.6,9,143.0,27.0,0.4196
다바3598,day,we,3.777,70.02,6.914,45.276,0.8056,41590-36858,155.5,22050.6,9,143.0,27.0,0.4196
다바3598,pm,we,1.031,15.21,6.914,13.889,0.8056,41590-36858,155.5,22050.6,9,143.0,27.0,0.4196
다바3598,night,we,0.361,11.39,6.914,0.0,0.8056,41590-36858,155.5,22050.6,9,143.0,27.0,0.4196
다바3599,am,wd,0.178,12.66,0.964,1.464,0.2915,41590-37485,566.8,21161.5,3,133.0,79.0,0.4887
다바3599,day,wd,0.438,73.56,0.964,4.932,0.2915,41590-37485,566.8,21161.5,3,133.0,79.0,0.4887
다바3599,pm,wd,0.148,15.21,0.964,1.464,0.2915,41590-37485,566.8,21161.5,3,133.0,79.0,0.4887
다바3599,night,wd,0.037,9.14,0.964,0.0,0.2915,41590-37485,566.8,21161.5,3,133.0,79.0,0.4887
다바3599,am,we,0.105,12.41,1.399,1.464,0.2915,41590-37485,566.8,21161.5,3,133.0,79.0,0.4887
다바3599,day,we,0.764,72.07,1.399,4.932,0.2915,41590-37485,566.8,21161.5,3,133.0,79.0,0.4887
다바3599,pm,we,0.209,15.81,1.399,1.464,0.2915,41590-37485,566.8,21161.5,3,133.0,79.0,0.4887
다바3599,night,we,0.073,11.86,1.399,0.0,0.2915,41590-37485,566.8,21161.5,3,133.0,79.0,0.4887
다바3693,am,wd,0.12,6.28,0.648,0.76,0.2046,41590-36464,636.3,25943.6,1,53.0,770.0,0.6792
다바3693,day,wd,0.294,36.44,0.648,2.455,0.2046,41590-36464,636.3,25943.6,1,53.0,770.0,0.6792
다바3693,pm,wd,0.1,7.45,0.648,0.76,0.2046,41590-36464,636.3,25943.6,1,53.0,770.0,0.6792
다바3693,night,wd,0.025,4.48,0.648,0.0,0.2046,41590-36464,636.3,25943.6,1,53.0,770.0,0.6792
다바3693,am,we,0.019,6.17,0.248,0.76,0.2046,41590-36464,636.3,25943.6,1,53.0,770.0,0.6792
다바3693,day,we,0.135,35.67,0.248,2.455,0.2046,41590-36464,636.3,25943.6,1,53.0,770.0,0.6792
다바3693,pm,we,0.037,7.75,0.248,0.76,0.2046,41590-36464,636.3,25943.6,1,53.0,770.0,0.6792
다바3693,night,we,0.013,5.82,0.248,0.0,0.2046,41590-36464,636.3,25943.6,1,53.0,770.0,0.6792
다바3694,am,wd,0.396,12.42,2.144,4.452,0.4484,41590-36953,441.3,25043.4,4,133.0,33.0,0.2707
다바3694,day,wd,0.974,71.18,2.144,14.382,0.4484,41590-36953,441.3,25043.4,4,133.0,33.0,0.2707
다바3694,pm,wd,0.329,15.1,2.144,4.452,0.4484,41590-36953,441.3,25043.4,4,133.0,33.0,0.2707
다바3694,night,wd,0.083,8.94,2.144,0.0,0.4484,41590-36953,441.3,25043.4,4,133.0,33.0,0.2707
다바3694,am,we,0.072,12.12,0.954,4.452,0.4484,41590-36953,441.3,25043.4,4,133.0,33.0,0.2707
다바3694,day,we,0.521,69.99,0.954,14.382,0.4484,41590-36953,441.3,25043.4,4,133.0,33.0,0.2707
다바3694,pm,we,0.142,15.62,0.954,4.452,0.4484,41590-36953,441.3,25043.4,4,133.0,33.0,0.2707
다바3694,night,we,0.05,11.59,0.954,0.0,0.4484,41590-36953,441.3,25043.4,4,133.0,33.0,0.2707
다바3695,am,wd,2.424,44.45,13.111,16.008,0.5853,41590-37521,331.8,24149.7,10,544.0,196.0,0.1562
다바3695,day,wd,5.954,251.61,13.111,43.306,0.5853,41590-37521,331.8,24149.7,10,544.0,196.0,0.1562
다바3695,pm,wd,2.015,55.88,13.111,16.008,0.5853,41590-37521,331.8,24149.7,10,544.0,196.0,0.1562
다바3695,night,wd,0.507,33.64,13.111,0.411,0.5853,41590-37521,331.8,24149.7,10,544.0,196.0,0.1562
다바3695,am,we,0.87,43.18,11.539,16.008,0.5853,41590-37521,331.8,24149.7,10,544.0,196.0,0.1562
다바3695,day,we,6.303,247.98,11.539,43.306,0.5853,41590-37521,331.8,24149.7,10,544.0,196.0,0.1562
다바3695,pm,we,1.721,57.62,11.539,16.008,0.5853,41590-37521,331.8,24149.7,10,544.0,196.0,0.1562
다바3695,night,we,0.602,43.4,11.539,0.411,0.5853,41590-37521,331.8,24149.7,10,544.0,196.0,0.1562
다바3696,am,wd,1.781,22.49,9.635,12.143,0.4138,41590-37525,469.0,23266.0,10,271.0,145.0,0.2841
다바3696,day,wd,4.375,129.09,9.635,31.663,0.4138,41590-37525,469.0,23266.0,10,271.0,145.0,0.2841
다바3696,pm,wd,1.48,27.35,9.635,12.143,0.4138,41590-37525,469.0,23266.0,10,271.0,145.0,0.2841
다바3696,night,wd,0.373,16.31,9.635,0.391,0.4138,41590-37525,469.0,23266.0,10,271.0,145.0,0.2841
다바3696,am,we,0.714,21.95,9.479,12.143,0.4138,41590-37525,469.0,23266.0,10,271.0,145.0,0.2841
다바3696,day,we,5.178,126.67,9.479,31.663,0.4138,41590-37525,469.0,23266.0,10,271.0,145.0,0.2841
다바3696,pm,we,1.413,28.32,9.479,12.143,0.4138,41590-37525,469.0,23266.0,10,271.0,145.0,0.2841
다바3696,night,we,0.495,21.15,9.479,0.391,0.4138,41590-37525,469.0,23266.0,10,271.0,145.0,0.2841
다바3697,am,wd,0.082,9.92,0.445,2.255,0.3042,41590-37392,556.6,22391.7,2,98.0,74.0,0.4592
다바3697,day,wd,0.202,57.57,0.445,7.286,0.3042,41590-37392,556.6,22391.7,2,98.0,74.0,0.4592
다바3697,pm,wd,0.068,12.15,0.445,2.255,0.3042,41590-37392,556.6,22391.7,2,98.0,74.0,0.4592
다바3697,night,wd,0.017,7.06,0.445,0.0,0.3042,41590-37392,556.6,22391.7,2,98.0,74.0,0.4592
다바3697,am,we,0.012,9.67,0.161,2.255,0.3042,41590-37392,556.6,22391.7,2,98.0,74.0,0.4592
다바3697,day,we,0.088,56.59,0.161,7.286,0.3042,41590-37392,556.6,22391.7,2,98.0,74.0,0.4592
